"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",A.H.G.A. Hosta of the Year,AAS (All-America Selection®),Alpine Gardening,B (Boron),Bark,Bats,Beach Front,Bees,Beetles,Bi-Color,Birds,Blue,Bog gardening,Brown,Bulb,Bulbs,Bumblebees,Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Cleistogamous,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Corms,Crowns,Cu (Copper),Culinary Herb,Culinary Herb/Spice,Cut Flower,Cuttings: Cane,Cuttings: Leaf,Cuttings: Root,Cuttings: Stem,Cuttings: Tip,Days to germinate,Deer Resistant,Depth to plant seed,Dioecious,Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Flies,Flood Resistant,Flower Time_Fall,Flower Time_Late fall or early winter,Flower Time_Late spring or early summer,Flower Time_Late summer or early fall,Flower Time_Late winter or early spring,Flower Time_Other,Flower Time_Spring,Flower Time_Summer,Flower Time_Winter,Flower Time_Year Round,Flowering Tree,Flowers,Flowers_Blooms on new wood,Flowers_Blooms on old wood,Flowers_Fragrant,Flowers_Inconspicuous,Flowers_Malodorous,Flowers_Nocturnal,Flowers_Other,Flowers_Showy,Foliage Mound Height,Fruit,Fruit is poisonous,Fruit_Dehiscent,Fruit_Edible to birds,Fruit_Indehiscent,Fruit_Other,Fruit_Pops open explosively when ripe,Fruit_Showy,Fruiting Time_Fall,Fruiting Time_Late fall or early winter,Fruiting Time_Late spring or early summer,Fruiting Time_Late summer or early fall,Fruiting Time_Late winter or early spring,Fruiting Time_Other,Fruiting Time_Spring,Fruiting Time_Summer,Fruiting Time_Winter,Fruiting Time_Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genetically Modified,Genus,Goes Dormant,Good as a cover crop,Gophers/Voles,Grass/Grass-like,Green,Groundcover,Guardian plant,Herb/Forb,Houseplant,Hoverflies,Humidity tolerant,Hummingbirds,I (Iodine),In Water,Inflorescence Height,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves_Broadleaf,Leaves_Deciduous,Leaves_Evergreen,Leaves_Fragrant,Leaves_Glaucous,Leaves_Good fall color,Leaves_Malodorous,Leaves_Needled,Leaves_Other,Leaves_Semi-evergreen,Leaves_Spring ephemeral,Leaves_Unusual foliage color,Leaves_Variegated,Life cycle,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Midges,Minimum cold hardiness,Mn (Manganese),Mo (Molybdenum),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Needs specific temperature,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Offsets,Orange,Other,Other Beneficial Insects,Other info,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patent/Plant Breeders' Rights,Patio/Ornamental/Small Tree,Pink,Plant Height,Plant Spread,Pollution,Powdery Mildew,Preferred depth,Prefers to be under-potted,Provide darkness,Provide light,Provides winter interest,Purple,RHS AGM,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrels,Start indoors,Stem,Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Texas Superstar®,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Topiary,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Wasps,Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,Abies,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,Perennial,,,,1.0,True,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 feet at maturity,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,grandis,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,['https://garden.org/plants/view/79625/Grand-Fir-Abies-grandis/'],,,,,,,,,,,,,True,True,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Abutilon,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,hulseanum,,,,,,,,,,,,,,,True,,,,,,,,,,,,,['https://garden.org/plants/view/112617/Red-Indian-Mallow-Abutilon-hulseanum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Abutilon,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,hypoleucum,,,,,,,,,,,,,,,True,,,,,,,,,,,,,['https://garden.org/plants/view/79643/Rio-Grande-Abutilon-Abutilon-hypoleucum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,0.0,,,,,,True,True,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Abutilon,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,3 to 6 feet,6 to 8 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,,incanum,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,['https://garden.org/plants/view/79644/Pelotazo-Abutilon-incanum/'],,,,,,,,,,True,,,,,,True,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abies,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lasiocarpa,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/223050/Rocky-Mountain-fir-Abies-lasiocarpa-var-lasiocarpa/', 'https://garden.org/plants/view/79626/Subalpine-Fir-Abies-lasiocarpa/', 'https://garden.org/plants/view/166342/Cork-bark-Fir-Abies-lasiocarpa-Arizonica-Compacta/', 'https://garden.org/plants/view/166343/Sub-Alpine-Fir-Abies-lasiocarpa-Green-Globe/', 'https://garden.org/plants/view/174156/Sub-Alpine-Fir-Abies-lasiocarpa-Duflon/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abronia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,latifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79633/Yellow-Sand-Verbena-Abronia-latifolia/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abies,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lasiocarpa,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/223050/Rocky-Mountain-fir-Abies-lasiocarpa-var-lasiocarpa/', 'https://garden.org/plants/view/79626/Subalpine-Fir-Abies-lasiocarpa/', 'https://garden.org/plants/view/166342/Cork-bark-Fir-Abies-lasiocarpa-Arizonica-Compacta/', 'https://garden.org/plants/view/166343/Sub-Alpine-Fir-Abies-lasiocarpa-Green-Globe/', 'https://garden.org/plants/view/174156/Sub-Alpine-Fir-Abies-lasiocarpa-Duflon/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abies,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnifica,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/166344/California-Red-Fir-Abies-magnifica-var-magnifica-Prostrata/', 'https://garden.org/plants/view/631114/Fir-Abies-magnifica-var-magnifica/', 'https://garden.org/plants/view/79627/Californian-Red-Fir-Abies-magnifica/', 'https://garden.org/plants/view/128023/Shasta-Red-Fir-Abies-magnifica-var-shastensis/']",,,,,,,,,,,,,,,,,,
True,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,True,,,,True,,,Abronia,,,,,,True,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,True,,,Zone 10a -1.1 °C (30 °F) to +1.7 °C (35 °F),,,True,,,,True,,,,,,True,,,,,,,,,,,,,,,1 to 3 feet,"Spreads, forming dense mats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,maritima,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/79634/Red-Sand-Verbena-Abronia-maritima/'],,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Abutilon,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,malacum,,,,,,,,,,,,,,,True,,,,,,,,,,,,,['https://garden.org/plants/view/156907/Yellow-Indian-Mallow-Abutilon-malacum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abies,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnifica,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/166344/California-Red-Fir-Abies-magnifica-var-magnifica-Prostrata/', 'https://garden.org/plants/view/631114/Fir-Abies-magnifica-var-magnifica/', 'https://garden.org/plants/view/79627/Californian-Red-Fir-Abies-magnifica/', 'https://garden.org/plants/view/128023/Shasta-Red-Fir-Abies-magnifica-var-shastensis/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Abutilon,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,mollicomum,,,,,,,,,,,,,,,True,,,,,,,,,,,,,['https://garden.org/plants/view/156909/Sonoran-Indian-Mallow-Abutilon-mollicomum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Abutilon,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,palmeri,,,,,,,,,,,,,,,True,,,,,,,,,,,,,['https://garden.org/plants/view/124610/Palmers-Indian-Mallow-Abutilon-palmeri/'],,,,,,,,,,,,,,,,,,
