,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamSize,IsAlone,AgeClass,HasCabin,AgeSex,FamClass,NameSex,IsMarried,SexMarried,AgeSexMarried,SexClass,SexCabin
32,1,3,Miss,female,2,0,0,0,None,Q,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
33,0,2,Mr,male,5,0,0,1,None,S,0,True,52,False,5male,02,Mrmale,False,maleFalse,5maleFalse,male2,maleFalse
34,0,1,Mr,male,3,1,0,3,None,C,1,False,31,False,3male,11,Mrmale,True,maleTrue,3maleTrue,male1,maleFalse
35,0,1,Mr,male,4,1,0,3,None,S,1,False,41,False,4male,11,Mrmale,True,maleTrue,4maleTrue,male1,maleFalse
36,1,3,Mr,male,2,0,0,0,None,C,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
37,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
38,0,3,Miss,female,2,2,0,2,None,S,2,False,23,False,2female,23,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
39,1,3,Miss,female,2,1,0,1,None,C,1,False,23,False,2female,13,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
40,0,3,Mrs,female,4,1,0,1,None,S,1,False,43,False,4female,13,Mrsfemale,True,femaleTrue,4femaleTrue,female3,femaleFalse
41,0,2,Mrs,female,3,1,0,2,None,S,1,False,32,False,3female,12,Mrsfemale,True,femaleTrue,3femaleTrue,female2,femaleFalse
42,0,3,Mr,male,2,0,0,0,None,C,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
43,1,2,Miss,female,1,1,2,3,None,C,3,False,12,False,1female,32,Missfemale,False,femaleFalse,1femaleFalse,female2,femaleFalse
44,1,3,Miss,female,2,0,0,0,None,Q,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
45,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
46,0,3,Mr,male,2,1,0,2,None,Q,1,False,23,False,2male,13,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
47,1,3,Miss,female,2,0,0,0,None,Q,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
48,0,3,Mr,male,2,2,0,2,None,C,2,False,23,False,2male,23,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
49,0,3,Mrs,female,2,1,0,2,None,S,1,False,23,False,2female,13,Mrsfemale,True,femaleTrue,2femaleTrue,female3,femaleFalse
50,0,3,Master,male,1,4,1,3,None,S,5,False,13,False,1male,53,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
51,0,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
52,1,1,Mrs,female,4,1,0,3,D,C,1,False,41,True,4female,11,Mrsfemale,True,femaleTrue,4femaleTrue,female1,femaleTrue
53,1,2,Mrs,female,3,1,0,2,None,S,1,False,32,False,3female,12,Mrsfemale,True,femaleTrue,3femaleTrue,female2,femaleFalse
54,0,1,Mr,male,5,0,1,3,B,C,1,False,51,True,5male,11,Mrmale,False,maleFalse,5maleFalse,male1,maleTrue
55,1,1,Mr,male,2,0,0,3,C,S,0,True,21,True,2male,01,Mrmale,False,maleFalse,2maleFalse,male1,maleTrue
56,1,2,Miss,female,3,0,0,1,None,S,0,True,32,False,3female,02,Missfemale,False,femaleFalse,3femaleFalse,female2,femaleFalse
57,0,3,Mr,male,3,0,0,0,None,C,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
58,1,2,Miss,female,1,1,2,2,None,S,3,False,12,False,1female,32,Missfemale,False,femaleFalse,1femaleFalse,female2,femaleFalse
59,0,3,Master,male,1,5,2,3,None,S,7,False,13,False,1male,73,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
60,0,3,Mr,male,3,0,0,0,None,C,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
61,1,1,Miss,female,4,0,0,3,B,S,0,True,41,True,4female,01,Missfemale,False,femaleFalse,4femaleFalse,female1,femaleTrue
62,0,1,Mr,male,4,1,0,3,C,S,1,False,41,True,4male,11,Mrmale,True,maleTrue,4maleTrue,male1,maleTrue
63,0,3,Master,male,1,3,2,2,None,S,5,False,13,False,1male,53,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
64,0,1,Mr,male,2,0,0,2,None,C,0,True,21,False,2male,01,Mrmale,False,maleFalse,2maleFalse,male1,maleFalse
65,1,3,Master,male,1,1,1,2,None,C,2,False,13,False,1male,23,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
66,1,2,Mrs,female,3,0,0,1,F,S,0,True,32,True,3female,02,Mrsfemale,True,femaleTrue,3femaleTrue,female2,femaleTrue
67,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
68,1,3,Miss,female,2,4,2,1,None,S,6,False,23,False,2female,63,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
69,0,3,Mr,male,3,2,0,1,None,S,2,False,33,False,3male,23,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
70,0,2,Mr,male,4,0,0,1,None,S,0,True,42,False,4male,02,Mrmale,False,maleFalse,4maleFalse,male2,maleFalse
71,0,3,Miss,female,2,5,2,3,None,S,7,False,23,False,2female,73,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
72,0,2,Mr,male,3,0,0,3,None,S,0,True,32,False,3male,02,Mrmale,False,maleFalse,3maleFalse,male2,maleFalse
73,0,3,Mr,male,3,1,0,1,None,C,1,False,33,False,3male,13,Mrmale,True,maleTrue,3maleTrue,male3,maleFalse
74,1,3,Mr,male,4,0,0,3,None,S,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
75,0,3,Mr,male,3,0,0,0,F G,S,0,True,33,True,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleTrue
76,0,3,Mr,male,2,0,0,0,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
77,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
78,1,2,Master,male,0,0,2,2,None,S,2,False,02,False,0male,22,Mastermale,False,maleFalse,0maleFalse,male2,maleFalse
79,1,3,Miss,female,3,0,0,1,None,S,0,True,33,False,3female,03,Missfemale,False,femaleFalse,3femaleFalse,female3,femaleFalse
80,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
81,1,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
82,1,3,Miss,female,2,0,0,0,None,Q,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
83,0,1,Mr,male,3,0,0,3,None,S,0,True,31,False,3male,01,Mrmale,False,maleFalse,3maleFalse,male1,maleFalse
84,1,2,Miss,female,2,0,0,1,None,S,0,True,22,False,2female,02,Missfemale,False,femaleFalse,2femaleFalse,female2,femaleFalse
85,1,3,Mrs,female,4,3,0,2,None,S,3,False,43,False,4female,33,Mrsfemale,True,femaleTrue,4femaleTrue,female3,femaleFalse
86,0,3,Mr,male,2,1,3,3,None,S,4,False,23,False,2male,43,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
87,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
88,1,1,Miss,female,3,3,2,3,C,S,5,False,31,True,3female,51,Missfemale,False,femaleFalse,3femaleFalse,female1,femaleTrue
89,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
90,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
91,0,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
92,0,1,Mr,male,4,1,0,3,E,S,1,False,41,True,4male,11,Mrmale,True,maleTrue,4maleTrue,male1,maleTrue
93,0,3,Mr,male,3,1,2,2,None,S,3,False,33,False,3male,33,Mrmale,True,maleTrue,3maleTrue,male3,maleFalse
94,0,3,Mr,male,5,0,0,0,None,S,0,True,53,False,5male,03,Mrmale,False,maleFalse,5maleFalse,male3,maleFalse
95,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
96,0,1,Mr,male,5,0,0,3,A,C,0,True,51,True,5male,01,Mrmale,False,maleFalse,5maleFalse,male1,maleTrue
97,1,1,Mr,male,3,0,1,3,D,C,1,False,31,True,3male,11,Mrmale,False,maleFalse,3maleFalse,male1,maleTrue
98,1,2,Mrs,female,4,0,1,2,None,S,1,False,42,False,4female,12,Mrsfemale,True,femaleTrue,4femaleTrue,female2,femaleFalse
99,0,2,Mr,male,4,1,0,2,None,S,1,False,42,False,4male,12,Mrmale,True,maleTrue,4maleTrue,male2,maleFalse
100,0,3,Miss,female,3,0,0,0,None,S,0,True,33,False,3female,03,Missfemale,False,femaleFalse,3femaleFalse,female3,femaleFalse
101,0,3,Mr,male,2,0,0,0,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
102,0,1,Mr,male,3,0,1,3,D,S,1,False,31,True,3male,11,Mrmale,False,maleFalse,3maleFalse,male1,maleTrue
103,0,3,Mr,male,4,0,0,1,None,S,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
104,0,3,Mr,male,4,2,0,1,None,S,2,False,43,False,4male,23,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
105,0,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
106,1,3,Miss,female,3,0,0,0,None,S,0,True,33,False,3female,03,Missfemale,False,femaleFalse,3femaleFalse,female3,femaleFalse
107,1,3,Mr,male,2,0,0,0,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
108,0,3,Mr,male,4,0,0,0,None,S,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
109,1,3,Miss,female,2,1,0,2,None,Q,1,False,23,False,2female,13,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
110,0,1,Mr,male,4,0,0,3,C,S,0,True,41,True,4male,01,Mrmale,False,maleFalse,4maleFalse,male1,maleTrue
111,0,3,Miss,female,2,1,0,1,None,C,1,False,23,False,2female,13,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
112,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
113,0,3,Miss,female,3,1,0,1,None,S,1,False,33,False,3female,13,Missfemale,False,femaleFalse,3femaleFalse,female3,femaleFalse
114,0,3,Miss,female,2,0,0,2,None,C,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
115,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
116,0,3,Mr,male,5,0,0,0,None,Q,0,True,53,False,5male,03,Mrmale,False,maleFalse,5maleFalse,male3,maleFalse
117,0,2,Mr,male,3,1,0,2,None,S,1,False,32,False,3male,12,Mrmale,True,maleTrue,3maleTrue,male2,maleFalse
118,0,1,Mr,male,3,0,1,3,B,C,1,False,31,True,3male,11,Mrmale,False,maleFalse,3maleFalse,male1,maleTrue
119,0,3,Miss,female,0,4,2,3,None,S,6,False,03,False,0female,63,Missfemale,False,femaleFalse,0femaleFalse,female3,femaleFalse
120,0,2,Mr,male,3,2,0,3,None,S,2,False,32,False,3male,22,Mrmale,False,maleFalse,3maleFalse,male2,maleFalse
121,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
122,0,2,Mr,male,4,1,0,2,None,C,1,False,42,False,4male,12,Mrmale,True,maleTrue,4maleTrue,male2,maleFalse
123,1,2,Miss,female,4,0,0,1,E,S,0,True,42,True,4female,02,Missfemale,False,femaleFalse,4femaleFalse,female2,femaleTrue
124,0,1,Mr,male,5,0,1,3,D,S,1,False,51,True,5male,11,Mrmale,False,maleFalse,5maleFalse,male1,maleTrue
125,1,3,Master,male,1,1,0,1,None,C,1,False,13,False,1male,13,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
126,0,3,Mr,male,2,0,0,0,None,Q,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
127,1,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
128,1,3,Miss,female,1,1,1,2,F E,C,2,False,13,True,1female,23,Missfemale,False,femaleFalse,1femaleFalse,female3,femaleTrue
129,0,3,Mr,male,4,0,0,0,None,S,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
130,0,3,Mr,male,4,0,0,0,None,C,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
131,0,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
132,0,3,Mrs,female,4,1,0,2,None,S,1,False,43,False,4female,13,Mrsfemale,True,femaleTrue,4femaleTrue,female3,femaleFalse
133,1,2,Mrs,female,3,1,0,2,None,S,1,False,32,False,3female,12,Mrsfemale,True,femaleTrue,3femaleTrue,female2,femaleFalse
134,0,2,Mr,male,3,0,0,1,None,S,0,True,32,False,3male,02,Mrmale,False,maleFalse,3maleFalse,male2,maleFalse
135,0,2,Mr,male,3,0,0,2,None,C,0,True,32,False,3male,02,Mrmale,False,maleFalse,3maleFalse,male2,maleFalse
136,1,1,Miss,female,2,0,2,2,D,S,2,False,21,True,2female,21,Missfemale,False,femaleFalse,2femaleFalse,female1,femaleTrue
137,0,1,Mr,male,4,1,0,3,C,S,1,False,41,True,4male,11,Mrmale,True,maleTrue,4maleTrue,male1,maleTrue
138,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
139,0,1,Mr,male,3,0,0,3,B,C,0,True,31,True,3male,01,Mrmale,False,maleFalse,3maleFalse,male1,maleTrue
140,0,3,Mrs,female,2,0,2,2,None,C,2,False,23,False,2female,23,Mrsfemale,True,femaleTrue,2femaleTrue,female3,femaleFalse
141,1,3,Miss,female,3,0,0,0,None,S,0,True,33,False,3female,03,Missfemale,False,femaleFalse,3femaleFalse,female3,femaleFalse
142,1,3,Mrs,female,3,1,0,2,None,S,1,False,33,False,3female,13,Mrsfemale,True,femaleTrue,3femaleTrue,female3,femaleFalse
143,0,3,Mr,male,2,0,0,0,None,Q,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
144,0,2,Mr,male,2,0,0,1,None,S,0,True,22,False,2male,02,Mrmale,False,maleFalse,2maleFalse,male2,maleFalse
145,0,2,Mr,male,2,1,1,3,None,S,2,False,22,False,2male,22,Mrmale,False,maleFalse,2maleFalse,male2,maleFalse
146,1,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
147,0,3,Miss,female,1,2,2,3,None,S,4,False,13,False,1female,43,Missfemale,False,femaleFalse,1femaleFalse,female3,femaleFalse
148,0,2,Mr,male,4,0,2,2,F,S,2,False,42,True,4male,22,Mrmale,False,maleFalse,4maleFalse,male2,maleTrue
149,0,2,Uncommon,male,4,0,0,1,None,S,0,True,42,False,4male,02,Uncommonmale,False,maleFalse,4maleFalse,male2,maleFalse
150,0,2,Uncommon,male,5,0,0,1,None,S,0,True,52,False,5male,02,Uncommonmale,False,maleFalse,5maleFalse,male2,maleFalse
151,1,1,Mrs,female,3,1,0,3,C,S,1,False,31,True,3female,11,Mrsfemale,True,femaleTrue,3femaleTrue,female1,femaleTrue
152,0,3,Mr,male,5,0,0,1,None,S,0,True,53,False,5male,03,Mrmale,False,maleFalse,5maleFalse,male3,maleFalse
153,0,3,Mr,male,4,0,2,2,None,S,2,False,43,False,4male,23,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
154,0,3,Mr,male,2,0,0,0,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
155,0,1,Mr,male,5,0,1,3,None,C,1,False,51,False,5male,11,Mrmale,False,maleFalse,5maleFalse,male1,maleFalse
156,1,3,Miss,female,2,0,0,0,None,Q,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
157,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
158,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
159,0,3,Master,male,1,8,2,3,None,S,10,False,13,False,1male,103,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
160,0,3,Mr,male,4,0,1,2,None,S,1,False,43,False,4male,13,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
161,1,2,Mrs,female,4,0,0,2,None,S,0,True,42,False,4female,02,Mrsfemale,True,femaleTrue,4femaleTrue,female2,femaleFalse
162,0,3,Mr,male,3,0,0,0,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
163,0,3,Mr,male,2,0,0,1,None,S,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
164,0,3,Master,male,0,4,1,3,None,S,5,False,03,False,0male,53,Mastermale,False,maleFalse,0maleFalse,male3,maleFalse
165,1,3,Master,male,1,0,2,2,None,S,2,False,13,False,1male,23,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
166,1,1,Mrs,female,2,0,1,3,E,S,1,False,21,True,2female,11,Mrsfemale,True,femaleTrue,2femaleTrue,female1,femaleTrue
167,0,3,Mrs,female,4,1,4,2,None,S,5,False,43,False,4female,53,Mrsfemale,True,femaleTrue,4femaleTrue,female3,femaleFalse
168,0,1,Mr,male,2,0,0,2,None,S,0,True,21,False,2male,01,Mrmale,False,maleFalse,2maleFalse,male1,maleFalse
169,0,3,Mr,male,3,0,0,3,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
170,0,1,Mr,male,5,0,0,3,B,S,0,True,51,True,5male,01,Mrmale,False,maleFalse,5maleFalse,male1,maleTrue
171,0,3,Master,male,1,4,1,2,None,Q,5,False,13,False,1male,53,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
172,1,3,Miss,female,0,1,1,1,None,S,2,False,03,False,0female,23,Missfemale,False,femaleFalse,0femaleFalse,female3,femaleFalse
173,0,3,Mr,male,3,0,0,1,None,S,0,True,33,False,3male,03,Mrmale,False,maleFalse,3maleFalse,male3,maleFalse
174,0,1,Mr,male,5,0,0,2,A,C,0,True,51,True,5male,01,Mrmale,False,maleFalse,5maleFalse,male1,maleTrue
175,0,3,Mr,male,2,1,1,0,None,S,2,False,23,False,2male,23,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
176,0,3,Master,male,1,3,1,2,None,S,4,False,13,False,1male,43,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
177,0,1,Miss,female,4,0,0,2,C,C,0,True,41,True,4female,01,Missfemale,False,femaleFalse,4femaleFalse,female1,femaleTrue
178,0,2,Mr,male,3,0,0,1,None,S,0,True,32,False,3male,02,Mrmale,False,maleFalse,3maleFalse,male2,maleFalse
179,0,3,Mr,male,4,0,0,0,None,S,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
180,0,3,Miss,female,2,8,2,3,None,S,10,False,23,False,2female,103,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
181,0,2,Mr,male,2,0,0,2,None,C,0,True,22,False,2male,02,Mrmale,False,maleFalse,2maleFalse,male2,maleFalse
182,0,3,Master,male,1,4,2,3,None,S,6,False,13,False,1male,63,Mastermale,False,maleFalse,1maleFalse,male3,maleFalse
183,1,2,Master,male,0,2,1,3,F,S,3,False,02,True,0male,32,Mastermale,False,maleFalse,0maleFalse,male2,maleTrue
184,1,3,Miss,female,1,0,2,2,None,S,2,False,13,False,1female,23,Missfemale,False,femaleFalse,1femaleFalse,female3,femaleFalse
185,0,1,Mr,male,2,0,0,3,A,S,0,True,21,True,2male,01,Mrmale,False,maleFalse,2maleFalse,male1,maleTrue
186,1,3,Mrs,female,2,1,0,2,None,Q,1,False,23,False,2female,13,Mrsfemale,True,femaleTrue,2femaleTrue,female3,femaleFalse
187,1,1,Mr,male,4,0,0,2,None,S,0,True,41,False,4male,01,Mrmale,False,maleFalse,4maleFalse,male1,maleFalse
188,0,3,Mr,male,4,1,1,2,None,Q,2,False,43,False,4male,23,Mrmale,True,maleTrue,4maleTrue,male3,maleFalse
189,0,3,Mr,male,4,0,0,0,None,S,0,True,43,False,4male,03,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
190,1,2,Mrs,female,4,0,0,1,None,S,0,True,42,False,4female,02,Mrsfemale,True,femaleTrue,4femaleTrue,female2,femaleFalse
191,0,2,Mr,male,2,0,0,1,None,S,0,True,22,False,2male,02,Mrmale,False,maleFalse,2maleFalse,male2,maleFalse
192,1,3,Miss,female,2,1,0,0,None,S,1,False,23,False,2female,13,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
193,1,2,Master,male,1,1,1,2,F,S,2,False,12,True,1male,22,Mastermale,False,maleFalse,1maleFalse,male2,maleTrue
194,1,1,Mrs,female,4,0,0,2,B,C,0,True,41,True,4female,01,Mrsfemale,True,femaleTrue,4femaleTrue,female1,femaleTrue
195,1,1,Miss,female,5,0,0,3,B,C,0,True,51,True,5female,01,Missfemale,False,femaleFalse,5femaleFalse,female1,femaleTrue
196,0,3,Mr,male,2,0,0,0,None,Q,0,True,23,False,2male,03,Mrmale,False,maleFalse,2maleFalse,male3,maleFalse
197,0,3,Mr,male,4,0,1,1,None,S,1,False,43,False,4male,13,Mrmale,False,maleFalse,4maleFalse,male3,maleFalse
198,1,3,Miss,female,2,0,0,0,None,Q,0,True,23,False,2female,03,Missfemale,False,femaleFalse,2femaleFalse,female3,femaleFalse
199,0,2,Miss,female,3,0,0,1,None,S,0,True,32,False,3female,02,Missfemale,False,femaleFalse,3femaleFalse,female2,femaleFalse
