,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamSize,IsAlone,AgeClass,HasCabin,AgeSex,FamClass,NameSex,IsMarried,SexMarried,AgeSexMarried,SexClass,SexCabin
12,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
13,0,3,2,1,4,1,5,3,9,2,6,0,0.17142857142857143,0,0.2457627118644068,0.16666666666666666,0.1657754010695187,1,0.3,0.32,0.14056224899598393,0.14414414414414414
14,0,3,1,0,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
15,1,2,3,0,5,0,0,2,9,2,0,1,0.2,0,0.8823529411764706,0.352112676056338,0.8,1,0.8,0.8666666666666667,0.9310344827586207,0.6578947368421053
16,0,3,0,1,0,4,1,2,9,1,5,0,0.6666666666666666,0,0.7777777777777778,0.0,0.7083333333333334,0,0.19008264462809918,0.7777777777777778,0.14056224899598393,0.14414414414414414
17,1,2,2,1,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
18,0,3,3,0,4,1,0,2,9,2,1,0,0.17142857142857143,0,0.7878787878787878,0.37142857142857144,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
19,1,3,3,0,5,0,0,0,9,0,0,1,0.25,0,0.8823529411764706,0.1906779661016949,0.8,1,0.8,0.8666666666666667,0.45652173913043476,0.6578947368421053
20,0,2,2,1,4,0,0,2,9,2,0,1,0.48936170212765956,0,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.14414414414414414
21,1,2,2,1,4,0,0,1,3,2,0,1,0.48936170212765956,1,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.45
22,1,3,1,0,2,0,0,1,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
23,1,1,2,1,3,0,0,3,0,2,0,1,0.8064516129032258,1,0.18181818181818182,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.41304347826086957,0.45
24,0,3,1,0,1,3,1,2,9,2,4,0,0.4,0,0.47058823529411764,0.0,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.45652173913043476,0.6578947368421053
25,1,3,3,0,4,1,5,3,9,2,6,0,0.17142857142857143,0,0.7878787878787878,0.16666666666666666,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
26,0,3,2,1,2,0,0,0,9,0,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
27,0,1,2,1,2,3,2,3,2,2,5,0,0.6216216216216216,1,0.09375,0.5,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.45
28,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
29,0,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
30,0,1,4,1,4,0,0,2,9,0,0,1,0.6865671641791045,0,0.2457627118644068,0.5568181818181818,0.3333333333333333,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.14414414414414414
31,1,1,3,0,2,1,0,3,1,0,1,0,0.6216216216216216,1,0.7894736842105263,0.82,0.8,1,0.8,0.9375,0.9743589743589743,0.9473684210526315
32,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
33,0,2,2,1,5,0,0,1,9,2,0,1,0.2,0,0.1875,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.1527777777777778,0.14414414414414414
34,0,1,2,1,3,1,0,3,9,0,1,0,0.8064516129032258,0,0.18181818181818182,0.82,0.1657754010695187,1,0.3,0.3,0.41304347826086957,0.14414414414414414
35,0,1,2,1,4,1,0,3,9,2,1,0,0.6865671641791045,0,0.2457627118644068,0.82,0.1657754010695187,1,0.3,0.32,0.41304347826086957,0.14414414414414414
36,1,3,2,1,2,0,0,0,9,0,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
37,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
38,0,3,1,0,2,2,0,2,9,2,2,0,0.1937984496124031,0,0.7894736842105263,0.40625,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
39,1,3,1,0,2,1,0,1,9,0,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
40,0,3,3,0,4,1,0,1,9,2,1,0,0.17142857142857143,0,0.7878787878787878,0.37142857142857144,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
41,0,2,3,0,3,1,0,2,9,2,1,0,0.46511627906976744,0,0.734375,0.6086956521739131,0.8,1,0.8,0.6818181818181818,0.9310344827586207,0.6578947368421053
42,0,3,2,1,2,0,0,0,9,0,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
43,1,2,1,0,1,1,2,3,9,0,3,0,1.0,0,0.47058823529411764,0.7,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.9310344827586207,0.6578947368421053
44,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
45,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
46,0,3,2,1,2,1,0,2,9,1,1,0,0.1937984496124031,0,0.09375,0.37142857142857144,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
47,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
48,0,3,2,1,2,2,0,2,9,0,2,0,0.1937984496124031,0,0.09375,0.40625,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
49,0,3,3,0,2,1,0,2,9,2,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.8,1,0.8,0.9375,0.45652173913043476,0.6578947368421053
50,0,3,0,1,1,4,1,3,9,2,5,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
51,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
52,1,1,3,0,4,1,0,3,3,0,1,0,0.6865671641791045,1,0.7878787878787878,0.82,0.8,1,0.8,0.7857142857142857,0.9743589743589743,0.9473684210526315
53,1,2,3,0,3,1,0,2,9,2,1,0,0.46511627906976744,0,0.734375,0.6086956521739131,0.8,1,0.8,0.6818181818181818,0.9310344827586207,0.6578947368421053
54,0,1,2,1,5,0,1,3,1,0,1,0,0.5483870967741935,1,0.1875,0.82,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.45
55,1,1,2,1,2,0,0,3,2,2,0,1,0.6216216216216216,1,0.09375,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.45
56,1,2,1,0,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.734375,0.352112676056338,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.9310344827586207,0.6578947368421053
57,0,3,2,1,3,0,0,0,9,0,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
58,1,2,1,0,1,1,2,2,9,2,3,0,1.0,0,0.47058823529411764,0.7,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.9310344827586207,0.6578947368421053
59,0,3,0,1,1,5,2,3,9,2,7,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
60,0,3,2,1,3,0,0,0,9,0,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
61,1,1,1,0,4,0,0,3,1,2,0,1,0.6865671641791045,1,0.7878787878787878,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9743589743589743,0.9473684210526315
62,0,1,2,1,4,1,0,3,2,2,1,0,0.6865671641791045,1,0.2457627118644068,0.82,0.1657754010695187,1,0.3,0.32,0.41304347826086957,0.45
63,0,3,0,1,1,3,2,2,9,2,5,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
64,0,1,2,1,2,0,0,2,9,0,0,1,0.6216216216216216,0,0.09375,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.14414414414414414
65,1,3,0,1,1,1,1,2,9,0,2,0,0.4,0,0.625,0.40625,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
66,1,2,3,0,3,0,0,1,5,2,0,1,0.46511627906976744,1,0.734375,0.352112676056338,0.8,1,0.8,0.6818181818181818,0.9310344827586207,0.9473684210526315
67,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
68,1,3,1,0,2,4,2,1,9,2,6,0,0.1937984496124031,0,0.7894736842105263,0.16666666666666666,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
69,0,3,2,1,3,2,0,1,9,2,2,0,0.22,0,0.18181818181818182,0.40625,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
70,0,2,2,1,4,0,0,1,9,2,0,1,0.48936170212765956,0,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.14414414414414414
71,0,3,1,0,2,5,2,3,9,2,7,0,0.1937984496124031,0,0.7894736842105263,0.0,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
72,0,2,2,1,3,0,0,3,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
73,0,3,2,1,3,1,0,1,9,0,1,0,0.22,0,0.18181818181818182,0.37142857142857144,0.1657754010695187,1,0.3,0.3,0.14056224899598393,0.14414414414414414
74,1,3,2,1,4,0,0,3,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
75,0,3,2,1,3,0,0,0,7,2,0,1,0.22,1,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.45
76,0,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
77,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
78,1,2,0,1,0,0,2,2,9,2,2,0,1.0,0,0.7777777777777778,0.7083333333333334,0.7083333333333334,0,0.19008264462809918,0.7777777777777778,0.1527777777777778,0.14414414414414414
79,1,3,1,0,3,0,0,1,9,2,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
80,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
81,1,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
82,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
83,0,1,2,1,3,0,0,3,9,2,0,1,0.8064516129032258,0,0.18181818181818182,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.41304347826086957,0.14414414414414414
84,1,2,1,0,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.7894736842105263,0.352112676056338,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.9310344827586207,0.6578947368421053
85,1,3,3,0,4,3,0,2,9,2,3,0,0.17142857142857143,0,0.7878787878787878,0.7142857142857143,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
86,0,3,2,1,2,1,3,3,9,2,4,0,0.1937984496124031,0,0.09375,0.0,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
87,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
88,1,1,1,0,3,3,2,3,2,2,5,0,0.8064516129032258,1,0.734375,0.5,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.9743589743589743,0.9473684210526315
89,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
90,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
91,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
92,0,1,2,1,4,1,0,3,4,2,1,0,0.6865671641791045,1,0.2457627118644068,0.82,0.1657754010695187,1,0.3,0.32,0.41304347826086957,0.45
93,0,3,2,1,3,1,2,2,9,2,3,0,0.22,0,0.18181818181818182,0.7142857142857143,0.1657754010695187,1,0.3,0.3,0.14056224899598393,0.14414414414414414
94,0,3,2,1,5,0,0,0,9,2,0,1,0.25,0,0.1875,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.14056224899598393,0.14414414414414414
95,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
96,0,1,2,1,5,0,0,3,0,0,0,1,0.5483870967741935,1,0.1875,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.45
97,1,1,2,1,3,0,1,3,3,0,1,0,0.8064516129032258,1,0.18181818181818182,0.82,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.41304347826086957,0.45
98,1,2,3,0,4,0,1,2,9,2,1,0,0.48936170212765956,0,0.7878787878787878,0.6086956521739131,0.8,1,0.8,0.7857142857142857,0.9310344827586207,0.6578947368421053
99,0,2,2,1,4,1,0,2,9,2,1,0,0.48936170212765956,0,0.2457627118644068,0.6086956521739131,0.1657754010695187,1,0.3,0.32,0.1527777777777778,0.14414414414414414
100,0,3,1,0,3,0,0,0,9,2,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
101,0,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
102,0,1,2,1,3,0,1,3,3,2,1,0,0.8064516129032258,1,0.18181818181818182,0.82,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.41304347826086957,0.45
103,0,3,2,1,4,0,0,1,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
104,0,3,2,1,4,2,0,1,9,2,2,0,0.17142857142857143,0,0.2457627118644068,0.40625,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
105,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
106,1,3,1,0,3,0,0,0,9,2,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
107,1,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
108,0,3,2,1,4,0,0,0,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
109,1,3,1,0,2,1,0,2,9,1,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
110,0,1,2,1,4,0,0,3,2,2,0,1,0.6865671641791045,1,0.2457627118644068,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.45
111,0,3,1,0,2,1,0,1,9,0,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
112,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
113,0,3,1,0,3,1,0,1,9,2,1,0,0.22,0,0.734375,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
114,0,3,1,0,2,0,0,2,9,0,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
115,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
116,0,3,2,1,5,0,0,0,9,1,0,1,0.25,0,0.1875,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.14056224899598393,0.14414414414414414
117,0,2,2,1,3,1,0,2,9,2,1,0,0.46511627906976744,0,0.18181818181818182,0.6086956521739131,0.1657754010695187,1,0.3,0.3,0.1527777777777778,0.14414414414414414
118,0,1,2,1,3,0,1,3,1,0,1,0,0.8064516129032258,1,0.18181818181818182,0.82,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.41304347826086957,0.45
119,0,3,1,0,0,4,2,3,9,2,6,0,0.6666666666666666,0,0.7142857142857143,0.16666666666666666,0.7063492063492064,0,0.7218045112781954,0.7142857142857143,0.45652173913043476,0.6578947368421053
120,0,2,2,1,3,2,0,3,9,2,2,0,0.46511627906976744,0,0.18181818181818182,0.7083333333333334,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
121,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
122,0,2,2,1,4,1,0,2,9,0,1,0,0.48936170212765956,0,0.2457627118644068,0.6086956521739131,0.1657754010695187,1,0.3,0.32,0.1527777777777778,0.14414414414414414
123,1,2,1,0,4,0,0,1,4,2,0,1,0.48936170212765956,1,0.7878787878787878,0.352112676056338,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9310344827586207,0.9473684210526315
124,0,1,2,1,5,0,1,3,3,2,1,0,0.5483870967741935,1,0.1875,0.82,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.45
125,1,3,0,1,1,1,0,1,9,0,1,0,0.4,0,0.625,0.37142857142857144,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
126,0,3,2,1,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
127,1,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
128,1,3,1,0,1,1,1,2,6,0,2,0,0.4,1,0.47058823529411764,0.40625,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.45652173913043476,0.9473684210526315
129,0,3,2,1,4,0,0,0,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
130,0,3,2,1,4,0,0,0,9,0,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
131,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
132,0,3,3,0,4,1,0,2,9,2,1,0,0.17142857142857143,0,0.7878787878787878,0.37142857142857144,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
133,1,2,3,0,3,1,0,2,9,2,1,0,0.46511627906976744,0,0.734375,0.6086956521739131,0.8,1,0.8,0.6818181818181818,0.9310344827586207,0.6578947368421053
134,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
135,0,2,2,1,3,0,0,2,9,0,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
136,1,1,1,0,2,0,2,2,3,2,2,0,0.6216216216216216,1,0.7894736842105263,0.7619047619047619,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.9743589743589743,0.9473684210526315
137,0,1,2,1,4,1,0,3,2,2,1,0,0.6865671641791045,1,0.2457627118644068,0.82,0.1657754010695187,1,0.3,0.32,0.41304347826086957,0.45
138,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
139,0,1,2,1,3,0,0,3,1,0,0,1,0.8064516129032258,1,0.18181818181818182,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.41304347826086957,0.45
140,0,3,3,0,2,0,2,2,9,0,2,0,0.1937984496124031,0,0.7894736842105263,0.40625,0.8,1,0.8,0.9375,0.45652173913043476,0.6578947368421053
141,1,3,1,0,3,0,0,0,9,2,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
142,1,3,3,0,3,1,0,2,9,2,1,0,0.22,0,0.734375,0.37142857142857144,0.8,1,0.8,0.6818181818181818,0.45652173913043476,0.6578947368421053
143,0,3,2,1,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
144,0,2,2,1,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
145,0,2,2,1,2,1,1,3,9,2,2,0,0.47368421052631576,0,0.09375,0.7083333333333334,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
